Year,Month,State,Suicides
2012,11,District of Columbia,3
2012,12,District of Columbia,3
2013,1,District of Columbia,3
2013,2,District of Columbia,3
2013,3,District of Columbia,3
2013,4,District of Columbia,4
2013,5,District of Columbia,3
2013,6,District of Columbia,5
2013,7,District of Columbia,4
2013,8,District of Columbia,6
2013,9,District of Columbia,1
2013,10,District of Columbia,0
2013,11,District of Columbia,3
2013,12,District of Columbia,3
2014,1,District of Columbia,3
2014,2,District of Columbia,7
2014,3,District of Columbia,5
2014,4,District of Columbia,8
2014,5,District of Columbia,3
2014,6,District of Columbia,7
2014,7,District of Columbia,4
2014,8,District of Columbia,3
2014,9,District of Columbia,5
2014,10,District of Columbia,3
2014,11,District of Columbia,1
2014,12,District of Columbia,3
2015,1,District of Columbia,2
2015,2,District of Columbia,4
2015,3,District of Columbia,1
2015,4,District of Columbia,2
2015,5,District of Columbia,4
2015,6,District of Columbia,4
2015,7,District of Columbia,2
2015,8,District of Columbia,2
2015,9,District of Columbia,4
2015,10,District of Columbia,2
2015,11,District of Columbia,4
2015,12,District of Columbia,3
2016,1,District of Columbia,2
2016,2,District of Columbia,1
2016,3,District of Columbia,3
2016,4,District of Columbia,4
2016,5,District of Columbia,5
2016,6,District of Columbia,6
2016,7,District of Columbia,3
2016,8,District of Columbia,2
2016,9,District of Columbia,1
2016,10,District of Columbia,2
2016,11,District of Columbia,4
2016,12,District of Columbia,7
2017,1,District of Columbia,4
2017,2,District of Columbia,1
2017,3,District of Columbia,2
2017,4,District of Columbia,6
2017,5,District of Columbia,7
2017,6,District of Columbia,2
2017,7,District of Columbia,8
2017,8,District of Columbia,3
2017,9,District of Columbia,6
2017,10,District of Columbia,4
2017,11,District of Columbia,3
2017,12,District of Columbia,1
2018,1,District of Columbia,2
2018,2,District of Columbia,4
2018,3,District of Columbia,4
2018,4,District of Columbia,6
2018,5,District of Columbia,5
2018,6,District of Columbia,5
2018,7,District of Columbia,6
2018,8,District of Columbia,3
2018,9,District of Columbia,4
2018,10,District of Columbia,8
2018,11,District of Columbia,5
2018,12,District of Columbia,2
2019,1,District of Columbia,1
2019,2,District of Columbia,2
2019,3,District of Columbia,3
2019,4,District of Columbia,3
2019,5,District of Columbia,2
2019,6,District of Columbia,7
2019,7,District of Columbia,6
2019,8,District of Columbia,5
2019,9,District of Columbia,1
2019,10,District of Columbia,4
2019,11,District of Columbia,4
2019,12,District of Columbia,6
2020,1,District of Columbia,5
2020,2,District of Columbia,2
2020,3,District of Columbia,5
2020,4,District of Columbia,4
2020,5,District of Columbia,3
2020,6,District of Columbia,4
2020,7,District of Columbia,4
2020,8,District of Columbia,2
2020,9,District of Columbia,1
2020,10,District of Columbia,4
2020,11,District of Columbia,1
2020,12,District of Columbia,3
1999,1,Florida,175
1999,2,Florida,156
1999,3,Florida,175
1999,4,Florida,175
1999,5,Florida,145
1999,6,Florida,156
1999,7,Florida,192
1999,8,Florida,203
1999,9,Florida,139
1999,10,Florida,201
1999,11,Florida,156
1999,12,Florida,154
2000,1,Florida,188
2000,2,Florida,188
2000,3,Florida,158
2000,4,Florida,175
2000,5,Florida,200
2000,6,Florida,173
2000,7,Florida,151
2000,8,Florida,183
2000,9,Florida,170
2000,10,Florida,165
2000,11,Florida,147
2000,12,Florida,188
2001,1,Florida,188
2001,2,Florida,177
2001,3,Florida,181
2001,4,Florida,167
2001,5,Florida,210
2001,6,Florida,185
2001,7,Florida,193
2001,8,Florida,203
2001,9,Florida,199
2001,10,Florida,217
2001,11,Florida,206
2001,12,Florida,183
2002,1,Florida,222
2002,2,Florida,158
2002,3,Florida,228
2002,4,Florida,201
2002,5,Florida,202
2002,6,Florida,183
2002,7,Florida,182
2002,8,Florida,229
2002,9,Florida,201
2002,10,Florida,175
2002,11,Florida,171
2002,12,Florida,182
2003,1,Florida,193
2003,2,Florida,174
2003,3,Florida,202
2003,4,Florida,213
2003,5,Florida,214
2003,6,Florida,209
2003,7,Florida,205
2003,8,Florida,201
2003,9,Florida,165
2003,10,Florida,194
2003,11,Florida,159
2003,12,Florida,163
2004,1,Florida,186
2004,2,Florida,208
2004,3,Florida,205
2004,4,Florida,181
2004,5,Florida,211
2004,6,Florida,204
2004,7,Florida,201
2004,8,Florida,194
2004,9,Florida,200
2004,10,Florida,212
2004,11,Florida,205
2004,12,Florida,177
2005,1,Florida,194
2005,2,Florida,185
2005,3,Florida,195
2005,4,Florida,206
2005,5,Florida,196
2005,6,Florida,196
2005,7,Florida,206
2005,8,Florida,208
2005,9,Florida,203
2005,10,Florida,167
2005,11,Florida,182
2005,12,Florida,200
2006,1,Florida,206
2006,2,Florida,154
2006,3,Florida,194
2006,4,Florida,209
2006,5,Florida,218
2006,6,Florida,223
2006,7,Florida,183
2006,8,Florida,199
2006,9,Florida,202
2006,10,Florida,231
2006,11,Florida,203
2006,12,Florida,204
2007,1,Florida,216
2007,2,Florida,184
2007,3,Florida,212
2007,4,Florida,228
2007,5,Florida,216
2007,6,Florida,207
2007,7,Florida,225
2007,8,Florida,218
2007,9,Florida,215
2007,10,Florida,241
2007,11,Florida,210
2007,12,Florida,211
2008,1,Florida,240
2008,2,Florida,218
2008,3,Florida,218
2008,4,Florida,212
2008,5,Florida,266
2008,6,Florida,251
2008,7,Florida,232
2008,8,Florida,194
2008,9,Florida,242
2008,10,Florida,241
2008,11,Florida,192
2008,12,Florida,231
2009,1,Florida,240
2009,2,Florida,215
2009,3,Florida,232
2009,4,Florida,256
2009,5,Florida,261
2009,6,Florida,253
2009,7,Florida,244
2009,8,Florida,255
2009,9,Florida,259
2009,10,Florida,219
2009,11,Florida,201
2009,12,Florida,217
2010,1,Florida,239
2010,2,Florida,190
2010,3,Florida,208
2010,4,Florida,196
2010,5,Florida,231
2010,6,Florida,251
2010,7,Florida,244
2010,8,Florida,245
2010,9,Florida,238
2010,10,Florida,271
2010,11,Florida,231
2010,12,Florida,242
2011,1,Florida,229
2011,2,Florida,199
2011,3,Florida,279
2011,4,Florida,254
2011,5,Florida,234
2011,6,Florida,205
2011,7,Florida,265
2011,8,Florida,286
2011,9,Florida,238
2011,10,Florida,221
2011,11,Florida,240
2011,12,Florida,226
2012,1,Florida,245
2012,2,Florida,218
2012,3,Florida,257
2012,4,Florida,240
2012,5,Florida,289
2012,6,Florida,267
2012,7,Florida,277
2012,8,Florida,277
2012,9,Florida,263
2012,10,Florida,233
2012,11,Florida,208
2012,12,Florida,224
2013,1,Florida,271
2013,2,Florida,205
2013,3,Florida,228
2013,4,Florida,263
2013,5,Florida,249
2013,6,Florida,263
2013,7,Florida,249
2013,8,Florida,228
2013,9,Florida,273
2013,10,Florida,259
2013,11,Florida,210
2013,12,Florida,220
2014,1,Florida,248
2014,2,Florida,222
2014,3,Florida,223
2014,4,Florida,258
2014,5,Florida,220
2014,6,Florida,231
2014,7,Florida,235
2014,8,Florida,301
2014,9,Florida,305
2014,10,Florida,262
2014,11,Florida,242
2014,12,Florida,282
2015,1,Florida,268
2015,2,Florida,273
2015,3,Florida,274
2015,4,Florida,291
2015,5,Florida,297
2015,6,Florida,266
2015,7,Florida,267
2015,8,Florida,269
2015,9,Florida,249
2015,10,Florida,267
2015,11,Florida,234
2015,12,Florida,245
2016,1,Florida,229
2016,2,Florida,220
2016,3,Florida,257
2016,4,Florida,250
2016,5,Florida,276
2016,6,Florida,279
2016,7,Florida,295
2016,8,Florida,278
2016,9,Florida,271
2016,10,Florida,265
2016,11,Florida,272
2016,12,Florida,245
2017,1,Florida,251
2017,2,Florida,226
2017,3,Florida,276
2017,4,Florida,258
2017,5,Florida,286
2017,6,Florida,261
2017,7,Florida,267
2017,8,Florida,325
2017,9,Florida,263
2017,10,Florida,289
2017,11,Florida,260
2017,12,Florida,257
2018,1,Florida,263
2018,2,Florida,299
2018,3,Florida,243
2018,4,Florida,294
2018,5,Florida,272
2018,6,Florida,320
2018,7,Florida,313
2018,8,Florida,315
2018,9,Florida,336
2018,10,Florida,319
2018,11,Florida,280
2018,12,Florida,310
2019,1,Florida,297
2019,2,Florida,276
2019,3,Florida,305
2019,4,Florida,289
2019,5,Florida,299
2019,6,Florida,288
2019,7,Florida,306
2019,8,Florida,285
2019,9,Florida,288
2019,10,Florida,324
2019,11,Florida,251
2019,12,Florida,254
2020,1,Florida,285
2020,2,Florida,252
2020,3,Florida,281
2020,4,Florida,236
2020,5,Florida,242
2020,6,Florida,270
2020,7,Florida,293
2020,8,Florida,274
2020,9,Florida,274
2020,10,Florida,238
2020,11,Florida,268
2020,12,Florida,214
1999,1,Georgia,81
1999,2,Georgia,76
1999,3,Georgia,81
1999,4,Georgia,84
1999,5,Georgia,81
1999,6,Georgia,56
1999,7,Georgia,79
1999,8,Georgia,73
1999,9,Georgia,63
1999,10,Georgia,59
1999,11,Georgia,66
1999,12,Georgia,73
2000,1,Georgia,57
2000,2,Georgia,60
2000,3,Georgia,64
2000,4,Georgia,84
2000,5,Georgia,74
2000,6,Georgia,79
2000,7,Georgia,72
2000,8,Georgia,66
2000,9,Georgia,66
2000,10,Georgia,82
2000,11,Georgia,68
2000,12,Georgia,74
2001,1,Georgia,90
2001,2,Georgia,60
2001,3,Georgia,70
2001,4,Georgia,67
2001,5,Georgia,80
2001,6,Georgia,71
2001,7,Georgia,90
2001,8,Georgia,80
2001,9,Georgia,63
2001,10,Georgia,88
2001,11,Georgia,78
2001,12,Georgia,94
2002,1,Georgia,85
2002,2,Georgia,81
2002,3,Georgia,66
2002,4,Georgia,78
2002,5,Georgia,71
2002,6,Georgia,73
2002,7,Georgia,72
2002,8,Georgia,81
2002,9,Georgia,72
2002,10,Georgia,71
2002,11,Georgia,80
2002,12,Georgia,73
2003,1,Georgia,79
2003,2,Georgia,61
2003,3,Georgia,84
2003,4,Georgia,91
2003,5,Georgia,86
2003,6,Georgia,96
2003,7,Georgia,76
2003,8,Georgia,89
2003,9,Georgia,80
2003,10,Georgia,61
2003,11,Georgia,74
2003,12,Georgia,86
2004,1,Georgia,78
2004,2,Georgia,80
2004,3,Georgia,65
2004,4,Georgia,96
2004,5,Georgia,98
2004,6,Georgia,74
2004,7,Georgia,83
2004,8,Georgia,81
2004,9,Georgia,93
2004,10,Georgia,89
2004,11,Georgia,73
2004,12,Georgia,56
2005,1,Georgia,73
2005,2,Georgia,70
2005,3,Georgia,80
2005,4,Georgia,66
2005,5,Georgia,84
2005,6,Georgia,69
2005,7,Georgia,79
2005,8,Georgia,86
2005,9,Georgia,98
2005,10,Georgia,68
2005,11,Georgia,71
2005,12,Georgia,80
2006,1,Georgia,92
2006,2,Georgia,67
2006,3,Georgia,67
2006,4,Georgia,76
2006,5,Georgia,86
2006,6,Georgia,72
2006,7,Georgia,100
2006,8,Georgia,72
2006,9,Georgia,63
2006,10,Georgia,84
2006,11,Georgia,74
2006,12,Georgia,68
2007,1,Georgia,72
2007,2,Georgia,77
2007,3,Georgia,71
2007,4,Georgia,82
2007,5,Georgia,69
2007,6,Georgia,98
2007,7,Georgia,93
2007,8,Georgia,96
2007,9,Georgia,91
2007,10,Georgia,90
2007,11,Georgia,88
2007,12,Georgia,69
2008,1,Georgia,77
2008,2,Georgia,70
2008,3,Georgia,85
2008,4,Georgia,75
2008,5,Georgia,91
2008,6,Georgia,73
2008,7,Georgia,82
2008,8,Georgia,96
2008,9,Georgia,82
2008,10,Georgia,78
2008,11,Georgia,86
2008,12,Georgia,85
2009,1,Georgia,94
2009,2,Georgia,69
2009,3,Georgia,91
2009,4,Georgia,87
2009,5,Georgia,114
2009,6,Georgia,101
2009,7,Georgia,111
2009,8,Georgia,105
2009,9,Georgia,102
2009,10,Georgia,95
2009,11,Georgia,71
2009,12,Georgia,92
2010,1,Georgia,81
2010,2,Georgia,100
2010,3,Georgia,82
2010,4,Georgia,102
2010,5,Georgia,93
2010,6,Georgia,75
2010,7,Georgia,106
2010,8,Georgia,115
2010,9,Georgia,90
2010,10,Georgia,90
2010,11,Georgia,88
2010,12,Georgia,107
2011,1,Georgia,106
2011,2,Georgia,82
2011,3,Georgia,76
2011,4,Georgia,110
2011,5,Georgia,108
2011,6,Georgia,101
2011,7,Georgia,90
2011,8,Georgia,102
2011,9,Georgia,97
2011,10,Georgia,104
2011,11,Georgia,90
2011,12,Georgia,91
2012,1,Georgia,92
2012,2,Georgia,94
2012,3,Georgia,98
2012,4,Georgia,86
2012,5,Georgia,109
2012,6,Georgia,102
2012,7,Georgia,92
2012,8,Georgia,113
2012,9,Georgia,99
2012,10,Georgia,100
2012,11,Georgia,86
2012,12,Georgia,94
2013,1,Georgia,111
2013,2,Georgia,88
2013,3,Georgia,102
2013,4,Georgia,83
2013,5,Georgia,113
2013,6,Georgia,102
2013,7,Georgia,80
2013,8,Georgia,113
2013,9,Georgia,86
2013,10,Georgia,126
2013,11,Georgia,96
2013,12,Georgia,103
2014,1,Georgia,111
2014,2,Georgia,95
2014,3,Georgia,97
2014,4,Georgia,102
2014,5,Georgia,108
2014,6,Georgia,113
2014,7,Georgia,117
2014,8,Georgia,132
2014,9,Georgia,116
2014,10,Georgia,91
2014,11,Georgia,110
2014,12,Georgia,100
2015,1,Georgia,116
2015,2,Georgia,80
2015,3,Georgia,121
2015,4,Georgia,107
2015,5,Georgia,122
2015,6,Georgia,109
2015,7,Georgia,143
2015,8,Georgia,108
2015,9,Georgia,102
2015,10,Georgia,110
2015,11,Georgia,89
2015,12,Georgia,110
2016,1,Georgia,114
2016,2,Georgia,105
2016,3,Georgia,126
2016,4,Georgia,132
2016,5,Georgia,114
2016,6,Georgia,100
2016,7,Georgia,130
2016,8,Georgia,131
2016,9,Georgia,122
2016,10,Georgia,105
2016,11,Georgia,109
2016,12,Georgia,115
2017,1,Georgia,115
2017,2,Georgia,95
2017,3,Georgia,125
2017,4,Georgia,118
2017,5,Georgia,119
2017,6,Georgia,135
2017,7,Georgia,130
2017,8,Georgia,133
2017,9,Georgia,128
2017,10,Georgia,134
2017,11,Georgia,110
2017,12,Georgia,108
2018,1,Georgia,134
2018,2,Georgia,103
2018,3,Georgia,143
2018,4,Georgia,134
2018,5,Georgia,149
2018,6,Georgia,133
2018,7,Georgia,130
2018,8,Georgia,138
2018,9,Georgia,120
2018,10,Georgia,149
2018,11,Georgia,106
2018,12,Georgia,130
2019,1,Georgia,127
2019,2,Georgia,114
2019,3,Georgia,136
2019,4,Georgia,147
2019,5,Georgia,129
2019,6,Georgia,135
2019,7,Georgia,149
2019,8,Georgia,135
2019,9,Georgia,135
2019,10,Georgia,142
2019,11,Georgia,104
2019,12,Georgia,131
2020,1,Georgia,133
2020,2,Georgia,141
2020,3,Georgia,124
2020,4,Georgia,114
2020,5,Georgia,124
2020,6,Georgia,124
2020,7,Georgia,127
2020,8,Georgia,146
2020,9,Georgia,122
2020,10,Georgia,128
2020,11,Georgia,110
2020,12,Georgia,97
1999,1,Hawaii,13
1999,2,Hawaii,15
1999,3,Hawaii,8
1999,4,Hawaii,9
1999,5,Hawaii,15
1999,6,Hawaii,11
1999,7,Hawaii,13
1999,8,Hawaii,7
1999,9,Hawaii,6
1999,10,Hawaii,12
1999,11,Hawaii,15
1999,12,Hawaii,12
2000,1,Hawaii,16
2000,2,Hawaii,14
2000,3,Hawaii,9
2000,4,Hawaii,14
2000,5,Hawaii,15
2000,6,Hawaii,8
2000,7,Hawaii,7
2000,8,Hawaii,12
2000,9,Hawaii,15
2000,10,Hawaii,9
2000,11,Hawaii,9
2000,12,Hawaii,9
2001,1,Hawaii,9
2001,2,Hawaii,11
2001,3,Hawaii,10
2001,4,Hawaii,16
2001,5,Hawaii,11
2001,6,Hawaii,12
2001,7,Hawaii,10
2001,8,Hawaii,14
2001,9,Hawaii,9
2001,10,Hawaii,16
2001,11,Hawaii,10
2001,12,Hawaii,8
2002,1,Hawaii,9
2002,2,Hawaii,9
2002,3,Hawaii,16
2002,4,Hawaii,7
2002,5,Hawaii,9
2002,6,Hawaii,15
2002,7,Hawaii,7
2002,8,Hawaii,14
2002,9,Hawaii,8
2002,10,Hawaii,10
2002,11,Hawaii,9
2002,12,Hawaii,7
2003,1,Hawaii,11
2003,2,Hawaii,7
2003,3,Hawaii,14
2003,4,Hawaii,12
2003,5,Hawaii,6
2003,6,Hawaii,15
2003,7,Hawaii,13
2003,8,Hawaii,12
2003,9,Hawaii,7
2003,10,Hawaii,12
2003,11,Hawaii,13
2003,12,Hawaii,8
2004,1,Hawaii,8
2004,2,Hawaii,7
2004,3,Hawaii,12
2004,4,Hawaii,11
2004,5,Hawaii,7
2004,6,Hawaii,11
2004,7,Hawaii,7
2004,8,Hawaii,14
2004,9,Hawaii,6
2004,10,Hawaii,15
2004,11,Hawaii,11
2004,12,Hawaii,7
2005,1,Hawaii,13
2005,2,Hawaii,10
2005,3,Hawaii,9
2005,4,Hawaii,7
2005,5,Hawaii,8
2005,6,Hawaii,11
2005,7,Hawaii,4
2005,8,Hawaii,4
2005,9,Hawaii,10
2005,10,Hawaii,16
2005,11,Hawaii,9
2005,12,Hawaii,6
2006,1,Hawaii,4
2006,2,Hawaii,11
2006,3,Hawaii,9
2006,4,Hawaii,17
2006,5,Hawaii,15
2006,6,Hawaii,8
2006,7,Hawaii,15
2006,8,Hawaii,11
2006,9,Hawaii,8
2006,10,Hawaii,6
2006,11,Hawaii,9
2006,12,Hawaii,7
2007,1,Hawaii,10
2007,2,Hawaii,13
2007,3,Hawaii,13
2007,4,Hawaii,13
2007,5,Hawaii,12
2007,6,Hawaii,16
2007,7,Hawaii,12
2007,8,Hawaii,13
2007,9,Hawaii,10
2007,10,Hawaii,10
2007,11,Hawaii,8
2007,12,Hawaii,3
2008,1,Hawaii,5
2008,2,Hawaii,15
2008,3,Hawaii,10
2008,4,Hawaii,17
2008,5,Hawaii,9
2008,6,Hawaii,9
2008,7,Hawaii,8
2008,8,Hawaii,11
2008,9,Hawaii,15
2008,10,Hawaii,16
2008,11,Hawaii,8
2008,12,Hawaii,10
2009,1,Hawaii,10
2009,2,Hawaii,16
2009,3,Hawaii,11
2009,4,Hawaii,9
2009,5,Hawaii,21
2009,6,Hawaii,11
2009,7,Hawaii,16
2009,8,Hawaii,14
2009,9,Hawaii,18
2009,10,Hawaii,21
2009,11,Hawaii,10
2009,12,Hawaii,17
2010,1,Hawaii,14
2010,2,Hawaii,15
2010,3,Hawaii,14
2010,4,Hawaii,14
2010,5,Hawaii,22
2010,6,Hawaii,9
2010,7,Hawaii,18
2010,8,Hawaii,20
2010,9,Hawaii,21
2010,10,Hawaii,20
2010,11,Hawaii,20
2010,12,Hawaii,20
2011,1,Hawaii,16
2011,2,Hawaii,9
2011,3,Hawaii,20
2011,4,Hawaii,20
2011,5,Hawaii,12
2011,6,Hawaii,9
2011,7,Hawaii,14
2011,8,Hawaii,22
2011,9,Hawaii,15
2011,10,Hawaii,14
2011,11,Hawaii,16
2011,12,Hawaii,13
2012,1,Hawaii,16
2012,2,Hawaii,16
2012,3,Hawaii,20
2012,4,Hawaii,8
2012,5,Hawaii,13
2012,6,Hawaii,20
2012,7,Hawaii,22
2012,8,Hawaii,17
2012,9,Hawaii,14
2012,10,Hawaii,16
2012,11,Hawaii,14
2012,12,Hawaii,14
2013,1,Hawaii,12
2013,2,Hawaii,14
2013,3,Hawaii,13
2013,4,Hawaii,16
2013,5,Hawaii,15
2013,6,Hawaii,10
2013,7,Hawaii,17
2013,8,Hawaii,15
2013,9,Hawaii,15
2013,10,Hawaii,13
2013,11,Hawaii,18
2013,12,Hawaii,13
2014,1,Hawaii,17
2014,2,Hawaii,18
2014,3,Hawaii,14
2014,4,Hawaii,17
2014,5,Hawaii,16
2014,6,Hawaii,21
2014,7,Hawaii,20
2014,8,Hawaii,20
2014,9,Hawaii,19
2014,10,Hawaii,16
2014,11,Hawaii,15
2014,12,Hawaii,11
2015,1,Hawaii,17
2015,2,Hawaii,12
2015,3,Hawaii,12
2015,4,Hawaii,18
2015,5,Hawaii,19
2015,6,Hawaii,21
2015,7,Hawaii,16
2015,8,Hawaii,18
2015,9,Hawaii,20
2015,10,Hawaii,14
2015,11,Hawaii,13
2015,12,Hawaii,21
2016,1,Hawaii,13
2016,2,Hawaii,13
2016,3,Hawaii,18
2016,4,Hawaii,13
2016,5,Hawaii,12
2016,6,Hawaii,7
2016,7,Hawaii,17
2016,8,Hawaii,12
2016,9,Hawaii,19
2016,10,Hawaii,17
2016,11,Hawaii,16
2016,12,Hawaii,17
2017,1,Hawaii,20
2017,2,Hawaii,20
2017,3,Hawaii,13
2017,4,Hawaii,16
2017,5,Hawaii,19
2017,6,Hawaii,25
2017,7,Hawaii,19
2017,8,Hawaii,27
2017,9,Hawaii,14
2017,10,Hawaii,16
2017,11,Hawaii,19
2017,12,Hawaii,19
2018,1,Hawaii,11
2018,2,Hawaii,7
2018,3,Hawaii,18
2018,4,Hawaii,14
2018,5,Hawaii,8
2018,6,Hawaii,14
2018,7,Hawaii,13
2018,8,Hawaii,17
2018,9,Hawaii,21
2018,10,Hawaii,17
2018,11,Hawaii,11
2018,12,Hawaii,25
2019,1,Hawaii,16
2019,2,Hawaii,16
2019,3,Hawaii,21
2019,4,Hawaii,12
2019,5,Hawaii,18
2019,6,Hawaii,22
2019,7,Hawaii,21
2019,8,Hawaii,20
2019,9,Hawaii,22
2019,10,Hawaii,24
2019,11,Hawaii,17
2019,12,Hawaii,15
2020,1,Hawaii,13
2020,2,Hawaii,25
2020,3,Hawaii,18
2020,4,Hawaii,9
2020,5,Hawaii,16
2020,6,Hawaii,11
2020,7,Hawaii,23
2020,8,Hawaii,20
2020,9,Hawaii,11
2020,10,Hawaii,17
2020,11,Hawaii,11
2020,12,Hawaii,9
1999,1,Idaho,13
1999,2,Idaho,12
1999,3,Idaho,15
1999,4,Idaho,25
1999,5,Idaho,11
1999,6,Idaho,15
1999,7,Idaho,18
1999,8,Idaho,6
1999,9,Idaho,18
1999,10,Idaho,18
1999,11,Idaho,16
1999,12,Idaho,14
2000,1,Idaho,21
2000,2,Idaho,11
2000,3,Idaho,12
2000,4,Idaho,13
2000,5,Idaho,9
2000,6,Idaho,13
2000,7,Idaho,14
2000,8,Idaho,14
2000,9,Idaho,17
2000,10,Idaho,18
2000,11,Idaho,15
2000,12,Idaho,9
2001,1,Idaho,14
2001,2,Idaho,12
2001,3,Idaho,17
2001,4,Idaho,13
2001,5,Idaho,17
2001,6,Idaho,23
2001,7,Idaho,22
2001,8,Idaho,27
2001,9,Idaho,20
2001,10,Idaho,13
2001,11,Idaho,16
2001,12,Idaho,15
2002,1,Idaho,15
2002,2,Idaho,9
2002,3,Idaho,14
2002,4,Idaho,14
2002,5,Idaho,24
2002,6,Idaho,19
2002,7,Idaho,20
2002,8,Idaho,22
2002,9,Idaho,15
2002,10,Idaho,16
2002,11,Idaho,14
2002,12,Idaho,20
2003,1,Idaho,21
2003,2,Idaho,13
2003,3,Idaho,14
2003,4,Idaho,22
2003,5,Idaho,21
2003,6,Idaho,25
2003,7,Idaho,24
2003,8,Idaho,16
2003,9,Idaho,22
2003,10,Idaho,12
2003,11,Idaho,15
2003,12,Idaho,11
2004,1,Idaho,19
2004,2,Idaho,14
2004,3,Idaho,19
2004,4,Idaho,18
2004,5,Idaho,22
2004,6,Idaho,10
2004,7,Idaho,34
2004,8,Idaho,15
2004,9,Idaho,24
2004,10,Idaho,21
2004,11,Idaho,21
2004,12,Idaho,19
2005,1,Idaho,10
2005,2,Idaho,19
2005,3,Idaho,13
2005,4,Idaho,26
2005,5,Idaho,20
2005,6,Idaho,17
2005,7,Idaho,24
2005,8,Idaho,22
2005,9,Idaho,17
2005,10,Idaho,24
2005,11,Idaho,19
2005,12,Idaho,17
2006,1,Idaho,14
2006,2,Idaho,22
2006,3,Idaho,14
2006,4,Idaho,17
2006,5,Idaho,20
2006,6,Idaho,16
2006,7,Idaho,24
2006,8,Idaho,20
2006,9,Idaho,20
2006,10,Idaho,24
2006,11,Idaho,12
2006,12,Idaho,19
2007,1,Idaho,20
2007,2,Idaho,11
2007,3,Idaho,19
2007,4,Idaho,16
2007,5,Idaho,30
2007,6,Idaho,21
2007,7,Idaho,25
2007,8,Idaho,19
2007,9,Idaho,16
2007,10,Idaho,19
2007,11,Idaho,17
2007,12,Idaho,10
2008,1,Idaho,24
2008,2,Idaho,16
2008,3,Idaho,26
2008,4,Idaho,20
2008,5,Idaho,14
2008,6,Idaho,25
2008,7,Idaho,18
2008,8,Idaho,24
2008,9,Idaho,25
2008,10,Idaho,25
2008,11,Idaho,22
2008,12,Idaho,13
2009,1,Idaho,27
2009,2,Idaho,26
2009,3,Idaho,16
2009,4,Idaho,30
2009,5,Idaho,26
2009,6,Idaho,35
2009,7,Idaho,22
2009,8,Idaho,20
2009,9,Idaho,34
2009,10,Idaho,23
2009,11,Idaho,17
2009,12,Idaho,28
2010,1,Idaho,35
2010,2,Idaho,20
2010,3,Idaho,26
2010,4,Idaho,23
2010,5,Idaho,23
2010,6,Idaho,26
2010,7,Idaho,19
2010,8,Idaho,30
2010,9,Idaho,20
2010,10,Idaho,28
2010,11,Idaho,21
2010,12,Idaho,19
2011,1,Idaho,17
2011,2,Idaho,30
2011,3,Idaho,22
2011,4,Idaho,22
2011,5,Idaho,27
2011,6,Idaho,23
2011,7,Idaho,26
2011,8,Idaho,21
2011,9,Idaho,22
2011,10,Idaho,19
2011,11,Idaho,23
2011,12,Idaho,29
2012,1,Idaho,21
2012,2,Idaho,21
2012,3,Idaho,20
2012,4,Idaho,30
2012,5,Idaho,35
2012,6,Idaho,25
2012,7,Idaho,26
2012,8,Idaho,26
2012,9,Idaho,22
2012,10,Idaho,23
2012,11,Idaho,27
2012,12,Idaho,21
2013,1,Idaho,31
2013,2,Idaho,21
2013,3,Idaho,31
2013,4,Idaho,29
2013,5,Idaho,33
2013,6,Idaho,20
2013,7,Idaho,31
2013,8,Idaho,26
2013,9,Idaho,20
2013,10,Idaho,29
2013,11,Idaho,20
2013,12,Idaho,17
2014,1,Idaho,26
2014,2,Idaho,19
2014,3,Idaho,30
2014,4,Idaho,25
2014,5,Idaho,27
2014,6,Idaho,24
2014,7,Idaho,23
2014,8,Idaho,30
2014,9,Idaho,33
2014,10,Idaho,31
2014,11,Idaho,29
2014,12,Idaho,23
2015,1,Idaho,30
2015,2,Idaho,23
2015,3,Idaho,24
2015,4,Idaho,44
2015,5,Idaho,32
2015,6,Idaho,33
2015,7,Idaho,31
2015,8,Idaho,28
2015,9,Idaho,31
2015,10,Idaho,30
2015,11,Idaho,26
2015,12,Idaho,27
2016,1,Idaho,27
2016,2,Idaho,32
2016,3,Idaho,29
2016,4,Idaho,28
2016,5,Idaho,25
2016,6,Idaho,27
2016,7,Idaho,30
2016,8,Idaho,41
2016,9,Idaho,23
2016,10,Idaho,38
2016,11,Idaho,26
2016,12,Idaho,25
2017,1,Idaho,33
2017,2,Idaho,25
2017,3,Idaho,26
2017,4,Idaho,37
2017,5,Idaho,23
2017,6,Idaho,37
2017,7,Idaho,44
2017,8,Idaho,38
2017,9,Idaho,35
2017,10,Idaho,30
2017,11,Idaho,38
2017,12,Idaho,26
2018,1,Idaho,42
2018,2,Idaho,29
2018,3,Idaho,35
2018,4,Idaho,40
2018,5,Idaho,35
2018,6,Idaho,29
2018,7,Idaho,32
2018,8,Idaho,41
2018,9,Idaho,35
2018,10,Idaho,40
2018,11,Idaho,29
2018,12,Idaho,30
2019,1,Idaho,34
2019,2,Idaho,23
2019,3,Idaho,21
2019,4,Idaho,35
2019,5,Idaho,36
2019,6,Idaho,25
2019,7,Idaho,25
2019,8,Idaho,40
2019,9,Idaho,30
2019,10,Idaho,28
2019,11,Idaho,37
2019,12,Idaho,31
2020,1,Idaho,37
2020,2,Idaho,31
2020,3,Idaho,35
2020,4,Idaho,30
2020,5,Idaho,47
2020,6,Idaho,35
2020,7,Idaho,31
